Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
36,44053,558,employed,master,11,9167,48,married,0,other,417,0.38212583,debt consolidation,2730,7277,3671.083333,2,161719,2.25167,2.5522899999999997,306.6310065,0
26,47577,584,employed,high school,5,12242,36,married,0,mortgage,471,0.208649911,auto,4191,1060,2385.833333,1,14040,2.05242,2.23288207,469.6125698,0
18,53857,493,employed,high school,0,9236,60,single,3,own,804,0.260294544,other,3675,1062,4488.083333,3,52654,2.6773599999999997,3.0211362800000003,300.0161577,0
46,19317,630,unemployed,bachelor,21,47274,60,single,5,mortgage,543,0.236277363,home,575,3124,1609.75,6,321380,2.3727400000000003,2.46661083,1378.315908,0
34,29910,577,self-employed,bachelor,12,10394,24,single,2,rent,279,0.283414389,home,4548,462,2492.5,8,15485,1.9689400000000001,2.35219121,547.0651198,0
25,57919,579,unemployed,high school,6,28526,24,widowed,1,own,229,0.127467594,auto,3056,798,4826.583333,7,30535,2.14026,2.07896559,1462.881557,0
38,16536,571,employed,bachelor,14,20910,36,single,3,rent,369,0.154530583,other,5763,1284,1378.0,4,10062,2.2041,2.4031118,820.7006289,0
18,88545,592,employed,master,0,20431,48,single,3,other,677,0.466136706,home,1705,1682,7378.75,10,7863,2.1943099999999998,2.27877098,652.4695591,0
40,83130,485,employed,high school,13,18732,72,single,0,mortgage,312,0.292721619,debt consolidation,2947,944,6927.5,9,3686,2.91232,3.0568903800000005,570.424496,0
53,29382,565,employed,bachelor,32,23437,36,married,0,own,290,0.261936162,auto,1869,1599,2448.5,6,7947,2.25937,2.46655086,927.7098533,0
44,37040,568,employed,high school,25,32920,36,divorced,3,rent,155,0.314532512,debt consolidation,9060,272,3086.666667,4,7711,2.3392,2.2445414,1264.828018,0
31,46445,453,employed,high school,10,52764,96,divorced,2,mortgage,257,0.299717729,debt consolidation,2093,837,3870.416667,6,9580,3.61264,3.35924332,1589.292271,0
32,47327,626,self-employed,bachelor,11,23677,24,widowed,0,own,274,0.143526833,education,1361,1822,3943.916667,8,72381,1.85677,2.2281239999999998,1231.609913,0
45,34958,512,employed,associate,23,18195,48,married,0,own,750,0.334476634,home,3345,1945,2913.166667,7,2675,2.57195,2.66017116,619.6618227,0
31,34974,452,employed,high school,8,49006,60,divorced,0,rent,572,0.067515514,auto,3959,2556,2914.5,3,8205,3.28006,3.2109322899999997,1649.585824,0
40,75945,660,employed,bachelor,19,58135,72,single,2,other,1110,0.247975915,auto,3903,280,6328.75,10,211053,2.43135,2.76249293,1660.914411,0
32,15082,493,self-employed,bachelor,10,17747,72,single,1,other,264,0.184063254,education,11656,2562,1256.833333,3,31837,2.8624699999999996,3.15286599,551.514232,0
18,16991,543,employed,associate,0,13641,24,single,3,mortgage,406,0.388745126,auto,1687,2030,1415.916667,4,28684,2.17141,1.96968269,692.2510061,0
32,68356,605,employed,associate,12,15489,84,married,1,mortgage,630,0.2399132,debt consolidation,3586,415,5696.333333,4,24533,2.37989,2.41683804,383.8541618,0
40,34699,558,employed,high school,16,14992,120,single,2,mortgage,280,0.180203883,auto,2267,4214,2891.583333,4,15087,2.9099199999999996,2.77516901,370.5526707,0
51,36141,589,employed,high school,29,22170,36,married,2,own,366,0.227412123,education,7523,1634,3011.75,5,111099,2.1267,2.1803296899999998,844.4279829,0
47,75167,556,employed,high school,28,36669,108,married,0,rent,639,0.377428124,debt consolidation,9606,1022,6263.916667,6,54794,3.03669,3.40992601,1095.10346,0
18,65263,513,employed,bachelor,0,17905,60,married,1,mortgage,446,0.064837848,home,2274,1347,5438.583333,7,5787,2.66405,2.97480804,576.5200329,0
18,81763,526,unemployed,bachelor,0,27389,60,married,1,mortgage,337,0.258403836,education,4774,976,6813.583333,11,1202,2.6938899999999997,2.87056857,864.4770561,0
37,18330,491,employed,high school,14,49538,120,single,3,rent,1443,0.243337844,home,1785,1246,1527.5,8,143691,3.59038,3.7434253699999998,1585.080793,0
20,19905,463,employed,high school,2,51011,72,married,2,mortgage,660,0.148753732,auto,3415,987,1658.75,4,3078,3.34511,3.2041496800000004,1602.377602,0
40,40357,535,employed,high school,20,41079,60,married,0,mortgage,363,0.294730162,debt consolidation,2648,248,3363.083333,5,38445,2.7857900000000004,3.22376177,1386.053855,0
55,26484,585,employed,associate,31,14541,72,divorced,2,rent,578,0.820314091,home,5321,1129,2207.0,4,3179,2.37041,2.3208927200000002,375.8658023,0
18,33785,601,employed,high school,0,22712,12,married,0,rent,479,0.200137898,home,1587,431,2815.416667,4,74287,1.8721199999999998,1.54005721,2054.242231,0
54,66930,489,employed,bachelor,31,41157,24,married,2,rent,613,0.574300788,home,2662,1252,5577.5,4,157256,2.71657,3.0584997200000004,2313.615546,0
26,22068,605,employed,bachelor,1,17081,72,married,4,rent,739,0.040374488,home,2640,52,1839.0,4,2181,2.29581,2.0688757,415.9861921,0
40,23176,533,self-employed,doctorate,17,54931,36,married,3,other,383,0.095032012,education,784,1808,1931.333333,4,158577,2.73431,2.57533982,2205.994452,0
63,72051,516,employed,bachelor,37,16480,60,divorced,2,rent,1337,0.259803348,home,6706,1318,6004.25,3,14930,2.6348,2.9488709,528.0200078,0
37,21279,634,employed,doctorate,19,15600,48,married,0,mortgage,380,0.470307543,debt consolidation,2540,875,1773.25,4,8238,1.936,1.90541135,466.8874193,0
33,59758,560,unemployed,bachelor,4,41318,36,divorced,0,rent,807,0.257530843,home,1930,272,4979.833333,7,4160,2.46318,2.0891096300000003,1554.34908,0
43,57882,506,employed,high school,20,13018,72,married,2,mortgage,109,0.030962374,home,737,1835,4823.5,8,98143,2.75018,2.74908887,370.8245833,0
43,58856,641,employed,master,22,47429,60,single,5,own,321,0.515340264,other,1419,8054,4904.666667,11,23087,2.31929,2.30776212,1339.161864,0
35,25567,527,employed,high school,15,42169,36,single,2,other,487,0.101554612,debt consolidation,1663,620,2130.583333,3,20500,2.6366899999999998,2.4562851,1666.897923,0
54,27028,589,employed,bachelor,32,23204,36,married,0,rent,260,0.552028819,debt consolidation,2182,387,2252.333333,4,157188,2.13704,2.1360541399999997,878.5135686,0
43,75520,605,employed,high school,23,15859,48,married,0,own,1203,0.315875542,auto,10385,691,6293.333333,4,18678,2.08359,2.21862525,501.2598576,0
30,81960,634,self-employed,bachelor,9,158686,96,divorced,1,own,1269,0.439739734,home,3698,539,6830.0,8,8738,3.7668600000000003,3.33554106,4752.743035,0
49,41599,523,employed,master,26,42308,60,married,1,rent,472,0.122764484,home,4572,903,3466.583333,5,12548,2.85808,2.9179382799999996,1347.559153,0
56,29181,655,employed,bachelor,34,25169,60,married,3,mortgage,405,0.276800839,debt consolidation,2794,304,2431.75,5,2722,2.02669,2.20238246,695.4813762,0
64,37277,644,unemployed,high school,43,38413,36,married,1,own,398,0.573421198,other,5178,805,3106.416667,5,52796,2.01413,1.90227376,1408.509335,0
52,51240,610,unemployed,bachelor,31,45311,108,widowed,3,mortgage,726,0.311872436,home,14571,475,4270.0,5,203646,2.85311,2.5953956,1087.881214,0
29,26321,539,self-employed,high school,10,16242,36,married,2,mortgage,436,0.205884301,education,5783,429,2193.416667,6,7132,2.3174200000000003,1.9839872,602.2865613,0
52,25587,630,employed,master,30,25204,24,divorced,1,rent,180,0.29456961,debt consolidation,1454,2030,2132.25,6,9898,1.8520400000000001,1.82538108,1261.38015,0
30,31307,602,employed,high school,8,28665,60,married,2,other,679,0.123414122,other,12161,202,2608.916667,2,142801,2.32665,1.97017897,754.6986671,0
46,37386,606,employed,associate,26,37920,48,married,1,rent,751,0.44312554,home,3722,675,3115.5,4,65404,2.2992,2.21015963,1196.802973,0
46,15000,572,employed,high school,23,51382,72,divorced,0,mortgage,684,0.037869282,home,578,968,1250.0,6,132062,2.80382,3.00005982,1545.804394,0
36,52103,587,employed,high school,15,52997,48,single,0,own,536,0.338421661,debt consolidation,7058,902,4341.916667,7,4243,2.5449699999999997,2.32061152,1704.622251,0
40,54853,632,self-employed,bachelor,20,22665,48,married,4,mortgage,290,0.100878912,debt consolidation,3771,2635,4571.083333,4,40264,2.0166500000000003,2.0875454700000002,700.3200706,0
51,43975,651,self-employed,bachelor,29,21241,36,married,2,rent,551,0.339407763,home,5835,2668,3664.583333,3,127071,1.8074100000000002,1.9779600899999998,787.0083496,0
28,41461,472,employed,bachelor,3,34961,24,single,1,rent,349,0.05447214,debt consolidation,8970,3351,3455.083333,6,153013,2.73961,2.73307244,1907.053946,0
26,54993,436,unemployed,associate,5,14357,60,married,0,own,210,0.091137728,auto,2048,2753,4582.75,4,105666,3.0135699999999996,3.2333624100000002,485.2854383,0
39,47839,564,employed,bachelor,16,16741,84,married,2,own,240,0.439021713,debt consolidation,5779,734,3986.583333,6,8519,2.59741,2.46564767,420.0720917,0
46,42759,589,employed,associate,24,38531,48,married,0,rent,298,0.482164174,auto,6544,2904,3563.25,7,35259,2.39031,2.80977588,1345.044273,0
48,42586,563,employed,bachelor,24,23584,72,married,0,other,596,0.553901865,education,2108,686,2125.25,2,2182,2.5708399999999996,2.7833149699999997,676.8922011,0
55,30878,547,self-employed,master,34,45567,36,married,3,own,332,0.371213436,education,309,231,2573.166667,3,42655,2.57067,2.8029086800000003,1885.530724,0
21,26149,507,employed,associate,0,32689,12,single,0,mortgage,510,0.2594125,auto,16837,1441,2179.083333,3,27947,2.44189,2.38116812,3088.080305,0
49,43227,535,employed,high school,27,11544,48,single,0,rent,200,0.5008216,auto,1459,1376,3602.25,6,9520,2.39044,2.27177305,368.2191793,0
36,26304,562,employed,bachelor,11,25955,36,divorced,0,rent,330,0.483611363,auto,1878,361,2192.0,2,64423,2.29955,2.41830451,1020.784865,0
55,28552,568,self-employed,bachelor,34,14229,36,single,2,mortgage,160,0.488415077,home,2936,1259,2379.333333,5,59721,2.15229,2.10318319,536.3111156,0
23,40676,504,self-employed,master,0,14103,60,married,1,rent,531,0.221724408,debt consolidation,2749,542,3389.666667,1,36153,2.67103,2.27556404,395.5927378,0
36,71523,567,employed,bachelor,14,50601,96,single,3,mortgage,409,0.252378049,home,2839,491,5960.25,5,17161,3.02101,2.90917694,1363.486411,0
44,72770,585,employed,master,22,28573,48,married,1,mortgage,267,0.389372387,debt consolidation,987,742,6064.166667,6,30005,2.31073,2.32836023,920.2521237,0
50,27814,490,employed,high school,28,20151,12,single,0,mortgage,356,0.206157834,debt consolidation,5189,340,2317.833333,4,99028,2.40151,2.4313801500000003,1908.531913,0
33,61576,445,employed,high school,11,19697,72,single,4,own,668,0.38318125,debt consolidation,3731,3885,5131.333333,7,4671,3.12197,3.34935264,637.621555,0
40,40526,567,employed,master,18,10867,60,single,3,other,427,0.555157968,auto,2663,1185,3377.166667,5,2885,2.32367,2.49328548,318.5331955,0
43,59858,587,self-employed,associate,20,22122,48,married,0,mortgage,336,0.13711069,auto,470,6769,4988.166667,4,65306,2.23622,2.36429102,716.8576198,0
34,52027,581,employed,associate,9,37300,120,married,0,other,519,0.254325453,home,3124,775,4335.583333,6,5389,3.0180000000000002,2.7501127399999996,915.1691599,0
21,97929,548,employed,bachelor,0,16849,60,married,0,own,1550,0.050303416,debt consolidation,1330,1918,8160.75,6,186873,2.4784900000000003,2.73911662,518.4362061,0
43,63731,585,employed,high school,19,18046,48,single,2,mortgage,407,0.155887423,auto,6098,769,5310.916667,10,3455,2.20546,2.43439245,591.7691307,0
33,60303,555,employed,high school,14,30936,36,married,2,other,280,0.168083702,auto,6975,412,5025.25,3,37358,2.38436,2.3055407,1198.417509,0
40,15000,566,employed,high school,19,35366,36,married,0,own,582,0.097085064,auto,19935,346,1250.0,7,18345,2.37366,2.2111222,1352.679324,0
28,30289,543,unemployed,associate,3,11181,36,married,3,other,237,0.416741554,home,3285,1008,2524.083333,4,85564,2.24681,2.03227137,417.3668129,0
26,63316,523,employed,associate,5,25303,108,married,0,mortgage,511,0.440751765,auto,19087,2685,5276.333333,8,78078,3.08803,3.29497969,734.1523447,0
62,35967,587,self-employed,bachelor,39,24481,60,married,1,other,607,0.780961055,debt consolidation,5033,21823,2997.25,9,6001,2.35981,2.4046155,704.9245737,0
45,48423,566,employed,doctorate,24,30357,96,married,0,rent,523,0.48514482,auto,628,407,4035.25,7,57616,2.82357,3.3210444700000004,906.0562018,0
39,39918,605,employed,associate,16,19223,96,single,2,rent,798,0.378793917,debt consolidation,5936,903,3326.5,7,17651,2.5172299999999996,2.6486218500000005,483.7747172,0
34,54396,614,employed,bachelor,10,29499,48,married,2,other,397,0.384855412,other,6979,3304,4533.0,3,36265,2.17499,2.42050972,965.0693459,0
40,59611,479,employed,bachelor,16,20267,84,married,0,mortgage,414,0.252500504,auto,13248,4093,4967.583333,6,9443,3.05767,3.0851753399999997,591.1474226,0
38,28019,523,employed,associate,12,22224,60,single,0,mortgage,559,0.26819168,home,519,868,2334.916667,5,248138,2.6572400000000003,2.7604259599999996,686.6663179,0
43,24526,565,employed,bachelor,20,18605,60,married,1,mortgage,318,0.082027334,home,8008,2845,2043.833333,2,8152,2.4110500000000004,2.44853262,540.4818897,0
30,15000,589,employed,bachelor,8,38779,72,married,1,mortgage,387,0.250006127,auto,2813,572,1250.0,3,62159,2.59279,2.5051138899999996,1045.814002,0
40,40722,558,employed,high school,18,31637,120,married,2,own,269,0.143886778,auto,9140,398,3393.5,4,121086,3.07637,3.02798547,840.5550283,0
67,33049,627,employed,high school,46,22851,36,divorced,2,rent,905,0.188218068,debt consolidation,942,1580,2754.083333,2,200661,1.9435099999999998,2.20955466,873.8199565,0
29,31672,412,employed,bachelor,10,27265,24,married,0,rent,391,0.491430875,home,10893,588,2639.333333,7,5828,2.96265,2.91042085,1511.919232,0
50,111351,681,employed,master,28,43062,60,single,0,own,193,0.251433316,auto,2937,5007,9279.25,5,2978,2.07562,2.09915916,1164.768107,0
45,60124,650,employed,master,22,35615,48,married,1,rent,600,0.286681118,auto,4475,410,5010.333333,7,30751,2.0561499999999997,2.06617027,1096.373093,0
46,80825,577,employed,high school,24,14404,48,single,2,mortgage,364,0.310381332,education,6364,1338,6735.416667,6,8352,2.20904,2.36681909,466.9585418,0
31,35799,575,employed,doctorate,6,58516,108,widowed,5,rent,303,0.573361655,education,1505,447,2983.25,4,17728,3.1601600000000003,3.2654618400000004,1685.101171,0
63,79955,585,employed,bachelor,39,11116,84,widowed,1,own,720,0.504074523,auto,280,985,6662.916667,6,57563,2.43616,2.6227199,290.1445108,0
51,42696,652,employed,bachelor,27,27837,72,single,5,own,915,0.599283031,home,7831,3083,3558.0,6,3720,2.16837,2.27827811,712.4283547,0
37,51339,582,employed,doctorate,18,26331,84,single,2,own,298,0.308128907,home,2635,989,4278.25,6,2813,2.6033099999999996,2.52881258,671.3390439,0
41,52458,500,employed,bachelor,18,19781,12,single,2,own,376,0.052130525,home,3040,532,4371.5,6,248257,2.34781,2.4932408,1879.420619,0
47,86660,490,employed,high school,28,20981,36,single,2,other,326,0.388661754,debt consolidation,2503,2375,7221.666667,5,1092,2.6098100000000004,2.84634893,873.1115728,0
30,17048,597,employed,associate,10,30941,24,widowed,1,rent,246,0.089862624,auto,7347,459,1420.666667,3,18318,2.07441,1.91545308,1562.017032,0
43,37554,555,employed,high school,21,18224,48,married,2,own,345,0.399611292,auto,1401,6800,3129.5,3,7970,2.35724,2.2598955000000003,580.1090086,0
45,41149,525,employed,high school,24,17918,72,divorced,3,mortgage,270,0.043516476,education,2092,726,3429.083333,5,8440,2.70418,3.20510126,562.959202,0
38,26147,624,employed,master,17,22259,48,married,1,rent,589,0.337174506,other,2994,940,2178.916667,2,306246,2.05259,1.9518739900000002,671.6550753,0
53,23009,532,employed,high school,34,17993,48,widowed,1,rent,221,0.237575684,other,4240,1153,1917.416667,2,48565,2.4699299999999997,2.48900691,595.4935319,0
37,22618,617,employed,associate,18,33662,72,married,2,mortgage,569,0.138205694,debt consolidation,3165,1468,1884.833333,6,206357,2.40162,2.36742374,879.5687971,0
48,32093,675,employed,master,25,35764,48,married,0,mortgage,511,0.179490542,auto,2780,7820,2674.416667,4,1991,1.93264,1.6406679,1021.026239,0
56,42163,631,employed,high school,34,16129,48,married,2,own,212,0.367834382,debt consolidation,4995,1514,3513.583333,8,126357,1.95629,2.0468733,494.8483511,0
42,95744,618,employed,high school,18,55958,12,married,0,rent,541,0.136894217,debt consolidation,4252,822,7978.666667,3,457353,2.11958,2.19193616,5235.182856,0
52,37037,477,unemployed,high school,33,18926,48,married,1,rent,494,0.215669061,home,4015,201,3086.416667,7,92461,2.75426,2.37756014,614.6768155,0
24,144968,563,employed,associate,1,15112,12,single,1,rent,288,0.258391172,home,16802,250,6888.583333,11,9806,1.98612,2.19062986,1413.716862,0
31,33414,496,employed,master,1,17430,48,widowed,2,own,308,0.24397473,debt consolidation,790,3575,2784.5,1,56247,2.6443,2.94877855,622.4025546,0
41,37463,492,employed,high school,23,21212,36,married,0,rent,308,0.305202422,auto,3281,1143,3121.916667,5,214616,2.60212,2.081696,797.1714177,0
47,15000,620,employed,bachelor,22,21217,36,single,1,rent,426,0.325951118,education,2157,1467,1250.0,6,6476,1.96217,1.8177666000000001,768.9376869,0
57,70598,595,employed,high school,36,14254,60,divorced,2,rent,315,0.174482374,home,2447,1506,3197.333333,8,2733,2.21754,2.37013784,407.5916489,0
41,34983,621,employed,high school,20,12914,48,single,3,mortgage,783,0.308395536,auto,2959,312,2915.25,8,1442,1.97414,1.8163460200000001,380.4526856,0
18,39297,562,employed,bachelor,0,19181,60,divorced,4,other,734,0.311160133,debt consolidation,3778,1786,3274.75,4,204514,2.43181,2.46549182,559.1138627,0
28,56838,617,employed,bachelor,6,12587,48,widowed,0,own,416,0.376958327,auto,1411,3525,4736.5,6,4197,1.99087,2.12628867,391.5471662,0
51,74246,583,employed,high school,27,26795,48,married,1,rent,349,0.309761579,debt consolidation,5625,494,6187.166667,4,103976,2.30295,2.6594440400000003,912.4393446,0
33,54583,621,employed,master,7,41522,96,married,1,rent,543,0.276478267,home,5259,160,4548.583333,5,130251,2.66022,2.38278299,971.6287368,0
51,60756,543,employed,high school,27,16477,60,single,0,own,252,0.327427732,other,808,1522,5063.0,6,5118,2.49977,2.34074385,468.3595855,0
47,16805,484,employed,associate,24,38653,72,single,0,own,781,0.352469459,home,1090,572,1400.416667,3,10914,3.11653,3.25996592,1228.380293,0
46,32781,623,employed,high school,22,17468,60,married,1,other,1180,0.093777322,debt consolidation,7428,2122,2731.75,2,294254,2.10968,2.32065323,494.5061264,0
48,51404,563,employed,associate,28,9446,12,divorced,2,other,191,0.241505611,education,4899,2393,4283.666667,3,36315,1.9294600000000002,1.94515643,872.5480581,0
39,49067,568,employed,high school,16,17100,72,married,1,rent,515,0.265648203,home,4935,338,4088.916667,4,19909,2.481,2.4275738899999997,453.0554425,0
46,19335,630,employed,bachelor,22,22375,84,single,1,rent,490,0.21034505,other,3528,3126,1611.25,7,82229,2.32375,2.09137457,509.2471362,0
58,53004,607,employed,master,37,21414,72,single,2,own,481,0.430978058,home,2561,2369,4417.0,2,43014,2.32914,2.6886069,601.8608839,0
49,41234,667,employed,doctorate,28,16796,36,married,2,rent,354,0.056792226,auto,3915,8896,3436.166667,7,72958,1.68296,1.54474125,585.9255879,0
46,67251,509,employed,master,22,17225,48,married,1,own,959,0.202128913,debt consolidation,4214,1299,5604.25,4,127056,2.57725,2.42064471,563.5343362,0
47,29883,629,employed,associate,28,34356,48,married,3,mortgage,487,0.258588957,other,1541,776,2490.25,5,11905,2.14856,1.90156651,1027.532478,0
39,15177,570,employed,high school,16,27910,24,single,1,own,199,0.184097041,home,2902,799,1264.75,9,4492,2.1791,1.9779326899999998,1417.494885,0
41,39818,539,employed,bachelor,19,17142,72,married,1,other,783,0.242765574,home,8451,2434,3318.166667,8,177131,2.62642,2.7434726599999997,487.6930554,0
24,43248,513,employed,associate,4,27061,120,single,2,own,384,0.302544328,auto,3297,607,3604.0,5,258692,3.25561,3.32495553,779.1305599,0
44,25408,557,employed,associate,18,30451,48,single,0,rent,599,0.15967474,home,3135,343,2117.333333,5,8858,2.46951,2.34925634,984.2354598,0
37,44947,568,self-employed,master,15,29145,60,married,2,rent,313,0.08853765,education,383,1049,3745.583333,6,399235,2.50145,2.51281099,857.6346747,0
39,25275,626,employed,bachelor,18,24331,60,married,2,mortgage,389,0.221880294,education,1755,384,2106.25,5,406952,2.16331,1.9870018200000001,642.8642356,0
38,49679,629,employed,master,13,27177,96,married,4,mortgage,524,0.527602712,home,4388,1424,4139.916667,4,2832,2.47677,2.56129049,668.0259371,0
32,29777,604,employed,master,5,16332,48,divorced,2,rent,399,0.220882668,education,460,311,2481.416667,4,3763,2.09332,2.22888544,517.12182,0
43,56396,561,employed,associate,24,9616,84,married,0,rent,1448,0.43099342,other,1921,561,4699.666667,6,4539,2.54116,2.6678221000000004,253.8087794,0
49,36786,616,employed,bachelor,29,31603,48,married,3,mortgage,264,0.253854426,debt consolidation,7626,1699,3065.5,5,28756,2.1860299999999997,2.15082399,987.2685689,0
47,63144,530,self-employed,associate,26,31498,24,single,1,own,275,0.491901808,education,3457,3064,5262.0,5,22201,2.41498,2.5380543700000002,1687.116122,0
49,46048,639,employed,bachelor,28,33359,24,single,1,mortgage,189,0.387557226,debt consolidation,4323,6511,3837.333333,6,7562,1.88859,2.04649296,1705.419392,0
30,39034,603,employed,bachelor,6,30216,72,married,4,mortgage,542,0.274788249,other,5651,3118,3252.833333,9,3349,2.43716,2.59355988,831.3664254,0
47,35013,511,employed,high school,21,14698,36,married,3,rent,359,0.078475591,home,2983,2781,2917.75,4,42434,2.44198,2.54711431,588.0586222,0
24,62241,567,unemployed,bachelor,4,37268,60,single,1,mortgage,469,0.393529414,auto,2578,169,5186.75,4,29676,2.5876799999999998,2.55335751,1105.553783,0
44,28565,625,unemployed,associate,25,42140,84,married,2,mortgage,765,0.304387741,home,2076,65,2380.416667,12,6010,2.5463999999999998,2.6786889400000002,1115.243581,0
64,71294,621,employed,high school,40,24796,84,widowed,1,own,321,0.328653448,other,2986,2147,5941.166667,3,46836,2.39296,2.51587154,630.1457708,0
36,72174,623,employed,bachelor,14,7230,48,divorced,0,other,427,0.093295499,education,2896,1703,6014.5,3,53451,1.9073000000000002,2.28876,231.2871259,0
51,72767,608,employed,high school,26,32688,36,single,1,rent,872,0.064852723,education,1970,1419,6063.916667,5,16563,2.1368799999999997,2.04127467,1221.688587,0
54,50821,592,employed,associate,31,34589,84,married,2,own,205,0.287655495,education,1959,546,4235.083333,5,7397,2.6358900000000003,2.25245847,821.5203228,0
30,15392,577,self-employed,associate,7,15277,72,single,1,own,245,0.314505142,home,2846,678,1282.666667,2,15115,2.41777,2.3762903499999997,399.9990208,0
28,15000,524,employed,high school,4,27468,72,single,0,mortgage,800,0.199929099,auto,1741,704,1250.0,5,138991,2.80468,2.64920824,765.2565576,0
46,90961,476,employed,associate,23,58072,36,married,0,rent,462,0.28949242,home,2253,602,7580.083333,6,6383,3.05072,2.7047402399999996,2372.278956,0
49,39398,472,employed,high school,29,24765,48,single,0,other,1628,0.442218357,auto,542,701,3283.166667,7,84852,2.83765,2.82672679,866.9049523,0
24,15000,461,employed,high school,5,54937,48,single,1,rent,830,0.112757818,home,3766,1210,1250.0,1,8319,3.19437,3.47898939,2133.995498,0
35,72949,594,employed,bachelor,11,46808,36,married,1,other,260,0.079151044,debt consolidation,21692,1983,6079.083333,4,7025,2.34808,2.33908378,1821.473511,0
53,19732,609,employed,associate,29,18764,12,widowed,2,own,591,0.398655298,debt consolidation,7893,681,1644.333333,7,41177,1.79264,1.94036483,1732.842856,0
44,52655,619,employed,bachelor,20,12874,60,married,3,own,734,0.706221566,auto,5778,2171,4387.916667,9,100788,2.08374,2.14878141,351.826972,0
37,20098,518,employed,bachelor,16,33857,48,single,3,rent,405,0.68572227,debt consolidation,961,649,1674.833333,8,178934,2.69857,3.238284,1266.421184,0
38,26465,540,employed,bachelor,14,15798,48,married,5,rent,862,0.180970007,debt consolidation,5728,1165,2205.416667,1,32295,2.4079800000000002,2.6017190699999997,532.8188176,0
50,27375,644,employed,bachelor,28,14487,24,divorced,2,mortgage,283,0.608863201,home,3519,3200,2281.25,4,1863,1.6748699999999999,1.66984465,714.1727469,0
22,115477,507,employed,bachelor,0,34271,36,married,2,own,1067,0.350488206,auto,4487,3378,9623.083333,3,73330,2.65771,2.95645413,1446.696101,0
30,20341,584,employed,high school,8,34080,120,divorced,4,rent,621,0.10316471,education,1826,3397,1695.083333,3,22798,2.9708,2.84210486,858.9224634,0
53,16442,501,employed,associate,32,39929,24,married,3,rent,1045,0.249669696,debt consolidation,627,2167,1370.166667,3,47391,2.6442900000000003,2.96617295,2225.596307,0
37,38023,510,employed,bachelor,13,16063,48,single,1,own,329,0.060726035,home,1681,1471,3168.583333,6,5477,2.5606299999999997,2.51553252,533.9954593,0
45,34636,542,employed,bachelor,22,53213,96,single,1,mortgage,519,0.16248217,debt consolidation,2860,1123,2886.333333,1,84677,3.17213,3.22590205,1552.097252,0
58,51250,564,employed,high school,39,12741,48,married,0,rent,337,0.127472703,other,5161,1735,4270.833333,5,21730,2.25741,2.05270968,391.3003517,0
58,24809,613,employed,associate,37,13518,36,married,1,own,402,0.470524706,auto,700,1659,2067.416667,5,70598,1.92018,1.80311503,488.9193481,0
60,32283,645,self-employed,high school,42,30220,48,divorced,0,other,353,0.199532789,debt consolidation,7135,1598,2690.25,5,135179,2.0272,2.22652126,956.4701484,0
49,21302,594,unemployed,high school,26,28519,36,married,3,rent,388,0.150857753,debt consolidation,2850,802,1775.166667,4,75114,2.16519,2.30987994,1105.43166,0
46,26437,651,employed,doctorate,22,9983,72,divorced,0,own,1084,0.473594034,debt consolidation,7229,522,2203.083333,4,4529,1.9948299999999999,1.78093364,226.6154862,0
68,83267,595,unemployed,bachelor,43,50083,12,single,0,mortgage,182,0.420372458,auto,736,1260,6938.916667,5,4600,2.17583,2.22172223,4692.724744,0
24,69255,573,employed,high school,4,36457,60,married,5,rent,397,0.21266153,debt consolidation,1388,3652,5771.25,4,94928,2.54957,2.05971762,978.0412296,0
30,65286,549,employed,bachelor,7,30084,48,divorced,1,own,292,0.331320711,home,4533,1079,5440.5,2,176660,2.5058399999999996,2.70610566,1032.392085,0
50,46776,536,employed,master,23,20203,24,married,0,mortgage,245,0.134830839,debt consolidation,2282,1214,3898.0,9,28504,2.27203,2.41635928,1069.805075,0
36,36821,552,employed,associate,17,45045,36,single,4,rent,565,0.458707397,home,3259,5820,3068.416667,2,184194,2.5404500000000003,2.7262407399999997,1845.319026,0
31,56483,645,employed,master,11,19141,60,married,0,other,362,0.283248957,auto,2799,851,4706.916667,2,5188,2.01641,2.01680994,508.9114058,0
35,37057,584,unemployed,master,12,11134,36,single,1,rent,351,0.440723804,other,728,742,3088.083333,2,37397,2.04134,2.07968317,418.3136606,0
46,55966,624,employed,high school,22,16155,48,single,3,rent,666,0.375065286,education,414,693,4663.833333,12,8683,1.99155,1.88775106,481.9928349,0
18,74214,537,employed,bachelor,0,40404,60,married,0,rent,714,0.55728322,education,1804,758,6184.5,5,26247,2.76904,3.06151772,1322.514974,0
53,18500,599,employed,associate,30,10322,72,married,0,mortgage,593,0.241348958,debt consolidation,13242,2296,1541.666667,1,39170,2.25822,2.62334915,285.9089524,0
23,52619,618,employed,master,0,32483,48,single,1,rent,227,0.277160548,education,4777,2009,4384.916667,5,6829,2.1848300000000003,2.18353223,1020.510066,0
